30
30
1,1,1,1,1,1,1,5,6,1,1,1,1,1,1,1,1,11,3,3,3,3,3,3,3,3,3,3,3,3,
5,6,1,1,1,1,1,7,8,1,1,1,1,1,1,1,1,1,11,3,3,3,3,3,3,3,3,3,3,3,
7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,3,3,3,3,3,3,3,3,3,
1,1,1,1,1,5,6,1,1,1,1,1,1,1,1,9,10,1,1,1,11,3,3,3,3,3,3,3,3,3,
1,1,1,1,1,7,8,1,1,1,1,1,1,1,1,11,12,1,1,1,1,11,3,3,3,3,3,3,3,3,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,3,3,3,3,3,3,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,3,3,3,3,3,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,3,3,3,3,
1,1,1,1,1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,1,11,3,3,3,3,
1,1,1,1,5,2,2,6,1,1,1,1,5,6,1,1,1,1,1,1,1,7,8,1,1,1,11,3,3,3,
1,1,1,1,5,2,2,2,6,1,1,1,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,3,
1,1,1,1,5,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,3,
1,1,1,1,5,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,1,1,1,1,1,11,
1,1,1,1,7,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,7,8,1,1,1,1,1,1,1,
1,1,1,1,7,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,7,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,
5,6,1,1,1,1,1,1,1,1,1,1,5,2,2,2,6,1,1,1,1,1,5,6,1,1,1,1,1,1,
7,8,1,1,1,1,1,1,1,1,1,1,5,2,2,2,6,1,1,1,1,1,7,8,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,7,2,2,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1

