40
40
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,15,15,15,15,15,15,15,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,15,15,16,1,1,1,1,1,1,1,14,15,15,15,15,15,15,18,18,18,18,
19,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,18,18,18,
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,14,18,18,
19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,18,
18,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,18,
18,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,18,
18,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,18,
18,19,1,1,1,1,1,1,1,1,1,20,21,21,21,22,1,1,1,1,1,1,1,1,9,10,1,1,1,1,1,1,1,1,1,1,1,1,17,18,
18,19,1,1,1,1,1,1,1,1,20,18,18,18,18,19,1,1,1,1,1,1,1,9,3,3,10,1,1,1,1,1,1,1,1,1,1,1,17,18,
18,16,1,1,1,1,1,1,1,20,18,18,18,18,18,19,1,1,1,1,1,1,9,3,3,3,12,1,1,1,1,1,1,1,1,1,1,20,18,18,
19,1,1,1,1,1,1,1,20,18,18,18,18,18,18,19,1,1,1,1,1,1,11,3,3,12,1,1,1,1,1,1,1,1,1,1,1,17,18,18,
