40
40
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,69,68,68,69,70,70,85,86,86,86,86,86,86,86,86,87,68,69,70,69,70,
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,69,69,78,79,80,69,85,86,86,86,86,86,86,86,86,87,68,69,69,69,70,
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,94,60,59,67,72,72,81,82,83,71,65,66,66,66,66,66,66,66,66,67,68,69,69,69,69,
86,86,86,86,86,86,86,86,86,86,86,86,86,86,86,87,69,69,70,4,4,4,4,4,4,68,69,69,69,69,70,68,69,69,70,68,69,69,69,69,
86,86,86,86,86,86,86,86,86,86,86,94,59,60,59,67,69,69,70,4,4,4,4,4,76,68,69,69,69,69,70,68,69,69,70,73,70,69,69,69,
86,86,86,86,86,86,86,86,86,86,86,87,69,69,69,70,69,69,70,4,4,4,4,4,77,71,69,69,69,69,73,71,72,72,73,4,71,72,72,72,
86,86,86,86,86,86,86,86,86,86,86,87,69,69,69,70,69,69,70,4,4,4,4,4,4,4,71,72,72,73,4,4,4,4,4,4,4,4,4,54,
86,86,86,86,86,86,94,59,60,59,59,67,69,69,69,70,72,72,73,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,54,
86,86,86,86,86,86,87,69,69,69,69,70,69,69,69,70,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,54,
86,86,86,86,86,86,87,69,69,69,69,70,69,69,69,70,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,52,1,4,4,4,4,4,4,54,
86,86,94,59,60,59,67,69,69,69,69,70,69,69,69,70,4,4,4,4,4,4,4,4,4,4,4,4,4,2,53,69,51,1,4,4,4,4,76,54,
60,59,67,69,69,69,70,69,69,69,69,70,92,92,92,73,4,4,4,4,4,4,4,4,4,2,52,52,52,53,70,69,68,51,52,1,4,4,77,54,
69,69,70,69,69,69,70,74,69,69,69,70,84,84,7,2,4,4,4,4,4,4,4,4,4,54,69,69,69,70,70,69,68,68,70,51,52,52,52,53,
69,69,70,69,69,69,70,75,69,69,69,70,84,84,3,4,4,4,4,4,4,4,4,4,2,53,69,69,69,70,70,92,68,68,69,68,69,69,69,69,
69,69,70,69,69,69,70,92,92,92,92,93,84,84,3,4,4,4,4,4,4,4,4,4,54,70,69,69,69,70,93,84,91,68,69,68,69,69,69,69,
69,69,70,69,69,69,70,84,84,84,84,84,84,84,3,4,4,4,4,4,4,4,4,4,54,70,69,69,70,70,84,84,84,91,92,68,69,69,69,69,
69,69,70,92,92,92,93,84,84,84,84,84,84,84,3,4,4,4,4,4,4,4,4,4,54,70,92,92,92,93,84,84,84,84,84,91,92,92,92,92,
69,69,70,84,84,84,84,84,84,84,84,84,84,7,2,4,4,4,4,4,4,4,4,4,54,93,84,84,84,84,7,8,8,8,8,8,9,84,84,84,
92,92,93,84,84,84,84,84,84,84,84,7,8,2,4,4,4,4,4,4,4,4,4,4,1,9,7,8,8,8,2,4,4,4,4,4,1,8,8,9,
84,84,84,84,84,84,84,84,84,84,7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,4,4,4,4,4,4,4,4,4,4,4,4,54,
84,84,84,84,84,84,84,84,7,8,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,54,
84,84,84,84,84,84,84,7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,54,
84,84,84,84,84,84,7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,54,
84,84,84,84,84,84,55,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,76,4,4,4,4,4,4,4,54,
84,84,84,84,84,7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,77,1,4,4,4,4,4,4,54,
84,84,84,84,7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,52,52,53,69,51,1,4,4,4,4,4,54,
84,84,84,84,55,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,53,69,69,70,92,68,51,52,1,4,4,4,54,
84,84,84,7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,53,70,92,92,93,84,91,68,69,51,1,4,4,54,
84,84,84,55,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,54,70,70,84,84,84,84,84,68,69,68,55,4,4,54,
84,84,84,55,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,52,53,92,93,84,84,84,84,84,91,92,68,51,1,4,54,
84,84,84,55,4,4,4,4,4,4,76,4,4,4,4,4,4,4,4,4,4,4,2,53,69,70,84,84,84,84,84,84,84,84,84,91,92,55,4,54,
84,84,84,55,4,4,4,4,4,4,77,4,4,4,4,4,4,4,4,4,4,2,53,70,69,93,84,84,84,84,84,84,84,84,84,84,84,55,4,54,
84,84,84,55,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,52,53,70,93,84,84,84,84,84,84,84,7,8,8,8,8,8,2,4,54,
84,84,84,51,52,1,4,4,4,4,4,4,4,4,4,4,4,4,4,54,69,70,93,84,84,84,84,84,7,8,8,2,4,4,4,4,4,4,4,54,
84,84,84,68,69,51,52,52,1,4,4,4,4,4,4,4,4,4,4,54,69,70,84,84,84,84,7,8,2,4,4,4,4,4,4,4,4,4,4,54,
84,84,84,68,69,68,69,69,51,52,52,1,4,4,4,4,4,4,4,54,92,93,84,84,84,7,2,4,4,4,4,4,4,4,4,4,4,4,4,54,
84,84,84,91,92,68,69,69,68,69,69,51,52,52,52,52,52,52,52,53,84,84,84,84,7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,54,
84,84,84,84,84,91,92,92,68,69,69,68,69,69,69,69,69,69,69,70,84,84,84,84,55,4,4,4,4,4,76,4,4,4,4,4,4,4,4,54,
84,84,84,84,84,84,84,84,91,92,92,68,69,69,69,69,69,69,69,70,84,84,84,84,55,4,4,4,4,4,77,4,4,4,4,4,4,4,4,54,
84,84,84,84,84,84,84,84,84,84,84,91,92,92,92,92,92,92,92,93,84,84,84,84,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,53

